,ID,Name,Frequency [MHz],Bandwidth [kHz]/Baud,Status,Description,Source,Orbit
342,63252,ARVAKER I,2245.0,None,active,Mode S - Transmitter,SatNOGS,None
343,63252,ARVAKER-1,None,None,Active,None,Space-Track,MEO
344,64567,ARVAKER-2,None,None,Active,None,Space-Track,MEO
345,64566,ARVAKER-3,None,None,Active,None,Space-Track,MEO
346,38013,ASAP-S,None,None,Active,None,Space-Track,LEO
347,60422,ASBM-1,None,None,Active,None,Space-Track,GEO
348,60423,ASBM-2,None,None,Active,None,Space-Track,GEO
349,15994,ASC 1,None,None,Active,None,Space-Track,GEO
350,51287,ASCENT,None,None,Active,None,Space-Track,GEO
351,47441,ASELSAT,436.95,None,inactive,Mode U - CW,SatNOGS,None
352,47441,ASELSAT,436.95,9600.0,inactive,Data Telemetry,SatNOGS,None
353,20558,ASIASAT 1,None,None,Active,None,Space-Track,GEO
354,25657,ASIASAT 3S,None,None,Active,None,Space-Track,GEO
355,27718,ASIASAT 4,None,None,Active,None,Space-Track,GEO
356,35696,ASIASAT 5,None,None,Active,None,Space-Track,GEO
357,40141,ASIASAT 6,None,None,Active,None,Space-Track,GEO
358,37933,ASIASAT 7,None,None,Active,None,Space-Track,GEO
359,40107,ASIASAT 8,None,None,Active,None,Space-Track,GEO
360,42942,ASIASAT 9,None,None,Active,None,Space-Track,GEO
361,26107,ASIASTAR,None,None,Active,None,Space-Track,GEO
362,40298,ASNARO,2271.6,150000.0,active,S-band telemetry,"SatNOGS, Space-Track",LEO
363,54029,ASO-S,None,None,Active,None,Space-Track,MEO
364,54029,ASO-S (Kuafu),2221.201,12000.0,active,S-band telemetry,SatNOGS,None
365,54029,ASO-S (Kuafu),2207.206,None,inactive,S-band telemetry,SatNOGS,None
366,61781,ASRTU-1,10460.0,1000000.0,active,Image download,SatNOGS,None
367,61781,ASRTU-1,435.4,9600.0,active,Mode U - Telemetry,SatNOGS,None
368,61781,ASRTU-1,436.21,9600.0,active,Mode U - SSDV,SatNOGS,None
369,61781,ASRTU-1,435.4,None,active,Mode V/U - FM Transceiver,SatNOGS,None
370,49395,ASTERISC,2285.016,None,inactive,Mode S (Weak),SatNOGS,None
371,5560,ASTEX 1,2242.528,None,active,S-band telemetry,"SatNOGS, Space-Track",MEO
372,19688,ASTRA 1A,None,None,Active,None,Space-Track,GEO
373,21139,ASTRA 1B,None,None,Active,None,Space-Track,GEO
374,22653,ASTRA 1C,None,None,Active,None,Space-Track,GEO
375,23331,ASTRA 1D,None,None,Active,None,Space-Track,GEO
376,23686,ASTRA 1E,None,None,Active,None,Space-Track,GEO
377,23842,ASTRA 1F,None,None,Active,None,Space-Track,GEO
378,25071,ASTRA 1G,None,None,Active,None,Space-Track,GEO
379,25785,ASTRA 1H,None,None,Active,None,Space-Track,GEO
380,29055,ASTRA 1KR,None,None,Active,None,Space-Track,GEO
381,31306,ASTRA 1L,None,None,Active,None,Space-Track,GEO
382,33436,ASTRA 1M,None,None,Active,None,Space-Track,GEO
383,37775,ASTRA 1N,None,None,Active,None,Space-Track,GEO
384,60086,ASTRA 1P (SES 24),None,None,Active,None,Space-Track,GEO
385,25462,ASTRA 2A,None,None,Active,None,Space-Track,GEO
386,26494,ASTRA 2B,None,None,Active,None,Space-Track,GEO
387,26853,ASTRA 2C,None,None,Active,None,Space-Track,GEO
388,26638,ASTRA 2D,None,None,Active,None,Space-Track,GEO
389,39285,ASTRA 2E,None,None,Active,None,Space-Track,GEO
390,38778,ASTRA 2F,None,None,Active,None,Space-Track,GEO
391,40364,ASTRA 2G,None,None,Active,None,Space-Track,GEO
392,27400,ASTRA 3A,None,None,Active,None,Space-Track,GEO
393,36581,ASTRA 3B,None,None,Active,None,Space-Track,GEO
394,32299,ASTRA 4A (SIRIUS 4),None,None,Active,None,Space-Track,GEO
395,39617,ASTRA 5B,None,None,Active,None,Space-Track,GEO
396,62454,ASTRANIS UTILITYSAT,None,None,Active,None,Space-Track,GEO
397,23464,ASTRID,None,None,Active,None,Space-Track,MEO
398,25568,ASTRID 2,None,None,Active,None,Space-Track,MEO
399,41337,ASTRO H,None,None,Active,None,Space-Track,LEO
400,53107,ASTROBIO,435.6,9600.0,active,Mode U - FSK9k6 AX25 G3RUH,SatNOGS,None
401,53107,ASTROBIO,437.425,9600.0,active,Mode U - Factory Reset Frequency,SatNOGS,None
402,43798,ASTROCAST-01,None,None,Active,None,Space-Track,LEO
403,47517,ASTROCAST-0105,None,None,Active,None,Space-Track,LEO
404,55110,ASTROCAST-0401,None,None,Active,None,Space-Track,LEO
405,55109,ASTROCAST-0402,None,None,Active,None,Space-Track,LEO
406,55111,ASTROCAST-0403,None,None,Active,None,Space-Track,LEO
407,55112,ASTROCAST-0404,None,None,Active,None,Space-Track,LEO
408,13901,ASTRON,None,None,Active,None,Space-Track,GEO
409,40930,ASTROSAT,None,None,Active,None,Space-Track,MEO
410,26065,ASUSAT,None,None,Active,None,Space-Track,MEO
411,44333,AT&T T-16,None,None,Active,None,Space-Track,GEO
412,46275,ATHENA,None,None,Active,None,Space-Track,LEO
413,39509,ATHENA-FIDUS,None,None,Active,None,Space-Track,GEO
414,41168,ATHENOXAT 1,137.5,1000000.0,inactive,Mode V,SatNOGS,None
415,41168,ATHENOXAT 1,437.485,2400.0,inactive,Mode U - GMSK2k4,SatNOGS,None
416,41168,ATHENOXAT 1,2430.0,1000000.0,inactive,S-band 1MB QPSK,SatNOGS,None
417,41168,ATHENOXAT 1,437.485,None,inactive,CW,SatNOGS,None
418,41168,ATHENOXAT 1,437.485,4800.0,inactive,AFSK 4800,SatNOGS,None
419,44830,ATL-1,437.175,1250.0,invalid,GMSK RAW,SatNOGS,None
420,44830,ATL-1,437.175,12500.0,inactive,Mode U GMSK12k5,SatNOGS,None
421,42737,ATLANTIS,436.39,9600.0,inactive,TLM FSK9k6,SatNOGS,None
422,42737,ATLANTIS,436.3882,9600.0,inactive,SV1QZZ - TLM FSK9k6,SatNOGS,None
423,2608,ATS 1,None,None,Active,None,Space-Track,GEO
424,3029,ATS 3,None,None,Active,None,Space-Track,GEO
425,4068,ATS 5,None,None,Active,None,Space-Track,GEO
426,7318,ATS 6,None,None,Active,None,Space-Track,GEO
427,4068,ATS-5,148.26,30000.0,active,TLM,SatNOGS,None
428,5729,AUREOLE 1,None,None,Active,None,Space-Track,MEO
429,7003,AUREOLE 2,None,None,Active,None,Space-Track,LEO
430,12848,AUREOLE 3,None,None,Active,None,Space-Track,MEO
431,2876,AURORA 1,None,None,Active,None,Space-Track,MEO
432,21392,AURORA 2,None,None,Active,None,Space-Track,GEO
433,99169,AURORASAT,437.875,1200.0,inactive,Mode U - FSK1k2,SatNOGS,None
434,99169,AURORASAT,2428.0,None,inactive,Mode S - Transmitter,SatNOGS,None
435,99169,AURORASAT,437.875,15.0,inactive,Mode U CW,SatNOGS,None
436,43681,AUTCUBE 2,None,None,Active,None,Space-Track,LEO
437,43681,AUTcube2,437.505,None,active,WSJT,SatNOGS,None
438,43681,AUTcube2,437.385,9600.0,active,Telemetry FSK9k6,SatNOGS,None
439,11261,AYAME 1 (ECS 1),None,None,Active,None,Space-Track,GEO
440,11715,AYAME 2 (ECS-2),None,None,Active,None,Space-Track,GEO
441,56988,AYRIS-1,2224.725,200000.0,inactive,S-band telemetry,SatNOGS,None
442,56986,AYRIS-2,2224.775,200000.0,inactive,S-band telemetry,SatNOGS,None
443,99355,AZAADISAT,437.4,None,inactive,Mode U SSTV,SatNOGS,None
444,99355,AZAADISAT,437.4,1200.0,inactive,Mode U TLM 1k2 AFSK AX25,SatNOGS,None
445,99355,AZAADISAT,437.4,125000.0,inactive,Mode U LoRa,SatNOGS,None
446,39079,AZERSPACE 1,None,None,Active,None,Space-Track,GEO
447,43632,AZERSPACE 2/INTELSAT 38,None,None,Active,None,Space-Track,GEO
448,45261,AZTECHSAT-1,437.3,9600.0,inactive,Mode U GFSK9k6,SatNOGS,None
449,4221,AZUR (GRS A),None,None,Active,None,Space-Track,LEO
450,98863,Acadia-5,8212.5,None,active,Mode X - 337.5MHz - Payload,SatNOGS,None
451,98863,Acadia-5,8027.0,None,active,Mode X - 1.4MHz - T&C downlink,SatNOGS,None
452,47939,Adelis-Sampson 2,148.8,None,inactive,Downlink,SatNOGS,None
453,47943,Adelis-Sampson 3,148.8,None,inactive,Possible Downlink,SatNOGS,None
454,57754,Aditya-L1,8497.5,None,active,Mode X2,"SatNOGS, Space-Track",None
455,57754,Aditya-L1,8482.32,None,active,Mode X1,"SatNOGS, Space-Track",None
456,43600,Aeolus,2205.0,None,inactive,Mode S - TT&C,SatNOGS,None
457,63240,Al-Munther,436.5,None,invalid,Mode U - Transmitter,SatNOGS,None
458,63240,Al-Munther,401.175,1200.0,active,Mode U - Transmitter AX.25 G3RUH,SatNOGS,None
459,63240,Al-Munther,436.5,1200.0,active,Mode U - Transmitter AX.25 G3RUH,SatNOGS,None
460,52160,AlfaCrux,437.225,1200.0,inactive,Mode U Digipeater,SatNOGS,None
461,52160,AlfaCrux,437.125,None,inactive,SDR Payload,SatNOGS,None
462,52160,AlfaCrux,437.1,9600.0,inactive,TT&C,SatNOGS,None
463,52160,AlfaCrux,437.1,4800.0,inactive,Mode U - FSK 4k8 TLM,SatNOGS,None
464,61779,Altair,435.615,4800.0,active,Mode U - BPSK (DOKA) - 4k8,SatNOGS,None
465,61779,Altair,435.215,1200.0,invalid,АХ.25 AFSK1200 - Beacon,SatNOGS,None
466,61779,Altair,435.215,1200.0,active,Mode U - Transmitter,SatNOGS,None
467,61779,Altair,435.665,None,invalid,Mode U - Transmitter,SatNOGS,None
468,61779,Altair,435.715,4800.0,active,Mode U - BPSK (DOKA) - 4k8,SatNOGS,None
469,46287,AmicalSat,2415.3,None,inactive,Mode S - GFSK 1Mbps Payload,SatNOGS,None
470,46287,AmicalSat,2415.0,1000000.0,invalid,Mode S - GFSK 1Mbps Payload Corrected,SatNOGS,None
471,46287,AmicalSat,436.1,1200.0,inactive,Mode U - AFSK1k2 TLM,SatNOGS,None
472,51841,Anxi Tieguanyin 1,401.734,None,active,Mode U,SatNOGS,None
473,39416,AprizeSat 7,400.585,9600.0,active,Store and dump,"SatNOGS, Space-Track",MEO
474,39425,AprizeSat 8,400.553,9600.0,active,Store and dump,"SatNOGS, Space-Track",MEO
475,40018,AprizeSat 9,400.552,9600.0,active,Store and dump,"SatNOGS, Space-Track",MEO
476,37793,AprizeSat-6,400.591,None,invalid,Mode U,SatNOGS,None
477,37793,AprizeSat-6,400.591,9600.0,active,Store and dump,SatNOGS,None
478,57205,ArcCube-01,437.6,1200.0,active,Mode U - GMSK1k2,SatNOGS,None
479,57205,ArcCube-01,437.6,9600.0,active,Mode U - GMSK9k6,SatNOGS,None
480,57205,ArcCube-01,437.6,4800.0,active,Mode U - GMSK4k8,SatNOGS,None
481,57205,ArcCube-01,437.6,2400.0,active,Mode U - GMSK2k4,SatNOGS,None
482,60543,Arctic Weather Satellite,1707.0,3570000.0,active,Mode L -  3570kbps  - Downlink,"SatNOGS, Space-Track",MEO
483,60543,Arctic Weather Satellite,2230.0,None,active,Mode S - Downlink,"SatNOGS, Space-Track",MEO
484,61762,ArcticSat-1,435.89,9600.0,active,Mode U - GMSK 2k4 (USP) TLM,"SatNOGS, Space-Track",LEO
485,61762,ArcticSat-1,435.89,None,active,Mode U - Robot 36 SSTV,"SatNOGS, Space-Track",LEO
486,99831,Argus-2,437.29,9600.0,inactive,Mode U GFSK9k6 TLM,SatNOGS,None
487,60239,Ariane 6 - Upper Stage,2440.0,None,active,Mode S - YPSAT (Payload) - DATV,SatNOGS,None
488,60239,Ariane 6 - Upper Stage,2235.0,None,active,Mode S - PariSat (Payload),SatNOGS,None
489,60239,Ariane 6 - Upper Stage,401.5,None,active,Mode U - SIDLOC (Payload),SatNOGS,None
490,60239,Ariane 6 - Upper Stage,144.175,None,active,Mode V - GENESIS-A (YPSAT) (Payload) - FT8,SatNOGS,None
491,60239,Ariane 6 - Upper Stage,144.55,None,active,Mode V - GENESIS-A (YPSAT) (Payload) - SSTV (Robot 36),SatNOGS,None
492,47719,Arktika-M1,1703.0,None,inactive,Mode L - GGAK-VE,SatNOGS,None
493,47719,Arktika-M1,1703.0,None,active,Mode L - DCP,SatNOGS,None
494,47719,Arktika-M1,1544.5,None,active,SARSAT L-Band,SatNOGS,None
495,47719,Arktika-M1,7865.0,None,active,Mode X - RDAS,SatNOGS,None
496,48953,Arthur-1,2283.0,400000.0,active,S-band telemetry,"SatNOGS, Space-Track",LEO
497,43152,Asnaro-2,2271.604,None,active,S-band telemetry,"SatNOGS, Space-Track",LEO
498,43798,Astrocast 0.1,437.3,1200.0,inactive,Mode U - AFSK1k2,SatNOGS,None
499,43798,Astrocast 0.1,2406.0,None,active,Transmitter,SatNOGS,None
500,43798,Astrocast 0.1,437.147,None,invalid,STRF find,SatNOGS,None
501,43798,Astrocast 0.1,437.15,1200.0,active,Mode U - FSK1k2,SatNOGS,None
502,44083,Astrocast 0.2,437.175,9600.0,inactive,Telemetry beacon,SatNOGS,None
503,44083,Astrocast 0.2,2406.0,None,inactive,Transmitter,SatNOGS,None
504,44083,Astrocast 0.2,437.175,1200.0,inactive,Mode U FSK 1200,SatNOGS,None
505,47430,Astrocast-0101,1530.905,400.0,active,L-band telemetry,"SatNOGS, Space-Track",LEO
506,47488,Astrocast-0102,1530.905,None,inactive,L-band telemetry,SatNOGS,None
507,47487,Astrocast-0103,1530.905,None,active,L-band telemetry,"SatNOGS, Space-Track",LEO
508,47519,Astrocast-0104,1530.905,None,active,L-band telemetry,"SatNOGS, Space-Track",LEO
509,48954,Astrocast-0201,1530.905,None,active,L-Band telemetry,"SatNOGS, Space-Track",LEO
510,48955,Astrocast-0203,1530.905,None,active,L-band telemetry,"SatNOGS, Space-Track",LEO
511,48960,Astrocast-0205,1530.905,400.0,active,L-Band telemetry,"SatNOGS, Space-Track",LEO
512,54370,Astrocast-0301,1530.905,None,active,L-band Telemetry,"SatNOGS, Space-Track",LEO
513,54369,Astrocast-0302,1530.905,400.0,active,L-Band telemetry (400bps 4QPSK using Thuraya Spectrum),SatNOGS,None
514,54368,Astrocast-0303,1530.905,None,inactive,L-Band telemetry,SatNOGS,None
515,54367,Astrocast-0304,1530.905,400.0,active,Mode L,SatNOGS,None
516,28376,Aura,2287.5,200000.0,active,S-band telemetry,"SatNOGS, Space-Track",MEO
517,99676,Aurora,400.5,None,active,Mode U - FM,SatNOGS,None
518,57195,Avion Kaluga 650,435.615,1200.0,active,Mode U - AFSk 1k2,SatNOGS,None
519,57195,Avion Kaluga 650,435.615,9600.0,active,Mode U - DOKA 9k6,SatNOGS,None
520,57195,Avion Kaluga 650,435.715,1200.0,active,Mode U - AFSK 1k2,SatNOGS,None
521,57195,Avion Kaluga 650,435.715,9600.0,active,Mode U - DOKA 9k6,SatNOGS,None
522,57195,Avion Kaluga 650,435.14,38400.0,active,Mode U - Transmitter,SatNOGS,None
523,55563,AzaadiSAT-2,437.4,1200.0,inactive,Mode U TLM 1k2 FSK AX25,SatNOGS,None
524,55563,AzaadiSAT-2,437.4,None,inactive,Experimental - For SatNOGS use only - FSK1k2,SatNOGS,None
525,55563,AzaadiSAT-2,437.4,125000.0,inactive,Mode U LoRa,SatNOGS,None
526,33154,BADR 6,None,None,Active,None,Space-Track,GEO
527,41029,BADR 7,None,None,Active,None,Space-Track,GEO
528,27003,BADR B,None,None,Active,None,Space-Track,MEO
529,36592,BADR-5 (ARABSAT 5B),None,None,Active,None,Space-Track,GEO
530,62611,BALKAN-1,24600.0,None,active,Mode K - Transmitter KIST,"SatNOGS, Space-Track",LEO
531,62611,BALKAN-1,401.356,None,invalid,Telemetry,"SatNOGS, Space-Track",LEO
532,62611,BALKAN-1,2277.5,None,active,Mode S - Transmitter SIST 2,"SatNOGS, Space-Track",LEO
533,62611,BALKAN-1,401.36,9600.0,active,UHF 9k6 Telemetry,"SatNOGS, Space-Track",LEO
534,62611,BALKAN-1,2102.5,None,active,Mode S - Transmitter SIST 1,"SatNOGS, Space-Track",LEO
535,62611,BALKAN-1,2276.5,None,active,Mode S - Transmitter,"SatNOGS, Space-Track",LEO
536,62611,BALKAN-1,26250.0,None,active,Mode K - Transmitter,"SatNOGS, Space-Track",LEO
537,37230,BALLAST A,None,None,Active,NO ELEMENTS AVAILABLE,Space-Track,None
538,37231,BALLAST B,None,None,Active,NO ELEMENTS AVAILABLE,Space-Track,None
539,99425,BAMA-1,437.46,4800.0,inactive,Mode U - GFSK4k8,SatNOGS,None
540,43463,BANGABANDHUSAT-1,None,None,Active,None,Space-Track,GEO
541,65301,BASIL,None,None,Active,None,Space-Track,MEO
542,56171,BB 1,None,None,Active,None,Space-Track,MEO
543,56170,BB 2,None,None,Active,None,Space-Track,MEO
544,57760,BB3,None,None,Active,None,Space-Track,MEO
545,57757,BB4,None,None,Active,None,Space-Track,MEO
546,48041,BCCSAT 1,435.635,1200.0,inactive,Mode U - AFSK1k2 - SSDV Data,SatNOGS,None
547,48041,BCCSAT 1,435.635,4800.0,inactive,Mode U - GMSK4k8 AX.25 G3RUH,SatNOGS,None
548,48041,BCCSAT 1,435.635,20.0,inactive,Mode U - CW,SatNOGS,None
549,48041,BCCSAT 1,435.635,9600.0,inactive,Mode U - GMSK9k6 AX.25 G3RUH,SatNOGS,None
550,27813,BD 1 03,None,None,Active,None,Space-Track,GEO
551,40549,BD-17,None,None,Active,None,Space-Track,GEO
552,40748,BD-18,None,None,Active,None,Space-Track,GEO
553,40749,BD-19,None,None,Active,None,Space-Track,GEO
554,41586,BD-2-G7,None,None,Active,None,Space-Track,GEO
555,40938,BD-20,None,None,Active,None,Space-Track,GEO
556,41315,BD-21,None,None,Active,None,Space-Track,GEO
557,55098,BDSAT-2,145.85,9600.0,inactive,Mode V/V - GFSK9k6 Digipeater - AX.25 G3RUH,SatNOGS,None
558,55098,BDSAT-2,436.025,9600.0,inactive,Mode U/U - GFSK9k6 Digipeater - AX.25 G3RUH,SatNOGS,None
559,55098,BDSAT-2,436.025,9600.0,inactive,BDSat2 UHF 9600 G3RUH AX.25,SatNOGS,None
560,55098,BDSAT-2,436.025,None,inactive,Mode U - CW Beacon,SatNOGS,None
561,55098,BDSAT-2,145.85,9600.0,inactive,BDSat2 VHF 9600 G3RUH AX.25,SatNOGS,None
562,52175,BDSat,436.025,9600.0,inactive,BDSat UHF 9600 G3RUH AX.25,SatNOGS,None
563,52175,BDSat,436.025,None,inactive,Mode U - CW Beacon,SatNOGS,None
564,52175,BDSat,145.85,9600.0,inactive,BDSat VHF 9600 G3RUH AX.25,SatNOGS,None
565,52175,BDSat,145.85,None,inactive,Mode V - CW Beacon -  occasional,SatNOGS,None
566,52175,BDSat,145.85,9600.0,inactive,Mode V/V - GFSK9k6 Digipeater,SatNOGS,None
567,52175,BDSat,436.025,9600.0,inactive,Mode U/U - GFSK9k6 Digipeater,SatNOGS,None
568,42736,BEEAGLESAT,437.37,9600.0,inactive,TLM GMSK,SatNOGS,None
569,42736,BEEAGLESAT,437.373,None,inactive,CW TLM Drifted,SatNOGS,None
570,35933,BEESAT,435.95,4800.0,active,TLM Mobitex GMSK,"SatNOGS, Space-Track",MEO
571,35933,BEESAT,435.95,0.0,inactive,CW Beacon (F2A),"SatNOGS, Space-Track",MEO
572,35933,BEESAT,435.95,4800.0,active,"Digipeater (Mobitex, idle mode: 10 sec interval)","SatNOGS, Space-Track",MEO
573,99803,BEESAT-10,435.95,1200.0,inactive,Mode U GMSK1k2 TLM,SatNOGS,None
574,99804,BEESAT-11,435.95,1200.0,inactive,Mode U GMSK1k2 TLM,SatNOGS,None
575,99805,BEESAT-12,435.95,1200.0,inactive,Mode U GMSK1k2 TLM,SatNOGS,None
576,99806,BEESAT-13,435.95,1200.0,inactive,Mode U GMSK1k2 TLM,SatNOGS,None
577,39136,BEESAT-2,435.9485,None,inactive,CW Beacon (F2A),SatNOGS,None
578,39136,BEESAT-2,435.9485,4800.0,inactive,"DIGI (Mobitex-NX, idle mode: 10 sec interval)",SatNOGS,None
579,39136,BEESAT-2,435.9485,4800.0,inactive,"TLM (Mobitex, interval TBD)",SatNOGS,None
580,39135,BEESAT-3,435.95,4800.0,inactive,Telem,SatNOGS,None
581,39135,BEESAT-3,2263.0,None,inactive,HiSPICO S-band,SatNOGS,None
582,41619,BEESAT-4,435.95,4800.0,inactive,DIGI (Mobitex-NX),SatNOGS,None
583,41619,BEESAT-4,435.95,None,inactive,CW Beacon (F2A),SatNOGS,None
584,41619,BEESAT-4,435.95,4800.0,inactive,"TLM (Mobitex-NX, TX over Europe)",SatNOGS,None
585,48083,BEESAT-5,435.95,1200.0,inactive,Mode U - GMSK1k2 TLM (Mobitex),SatNOGS,None
586,48083,BEESAT-5,435.95,2400.0,inactive,Mode U - GMSK2k4 TLM (Mobitex),SatNOGS,None
587,48083,BEESAT-5,435.95,4800.0,inactive,Mode U - GMSK4k8 TLM (Mobitex),SatNOGS,None
588,99729,BEESAT-6,435.95,2400.0,inactive,Mode U - GMSK2k4 TLM (Mobitex),SatNOGS,None
589,99729,BEESAT-6,435.95,4800.0,inactive,Mode U - GMSK4k8 TLM (Mobitex),SatNOGS,None
590,99729,BEESAT-6,435.95,1200.0,inactive,Mode U - GMSK1k2 TLM (Mobitex),SatNOGS,None
591,48084,BEESAT-7,435.95,4800.0,inactive,Mode U - GMSK4k8 TLM (Mobitex),SatNOGS,None
592,48084,BEESAT-7,435.95,1200.0,inactive,Mode U - GMSK1k2 TLM (Mobitex),SatNOGS,None
593,48084,BEESAT-7,435.95,2400.0,inactive,Mode U - GMSK2k4 TLM (Mobitex),SatNOGS,None
594,48085,BEESAT-8,435.95,1200.0,inactive,Mode U - GMSK1k2 TLM (Mobitex),SatNOGS,None
595,48085,BEESAT-8,435.95,2400.0,inactive,Mode U - GMSK2k4 TLM (Mobitex),SatNOGS,None
596,48085,BEESAT-8,435.95,4800.0,inactive,Mode U - GMSK4k8 TLM (Mobitex),SatNOGS,None
597,44412,BEESAT-9,435.95,9600.0,inactive,Mode U GMSK9k6 TLM,SatNOGS,None
598,44412,BEESAT-9,435.95,4800.0,inactive,Mode U GMSK4k8 TLM,SatNOGS,None
599,44412,BEESAT-9,435.95,None,inactive,Mode U CW Beacon,SatNOGS,None
600,37948,BEIDOU 10,None,None,Active,None,Space-Track,GEO
601,38091,BEIDOU 11,None,None,Active,None,Space-Track,GEO
602,38250,BEIDOU 12,None,None,Active,None,Space-Track,GEO
603,38251,BEIDOU 13,1561.098,None,active,B1 GNSS RHCP,"SatNOGS, Space-Track",GEO
604,38251,BEIDOU 13,2202.0,None,active,Mode S2,"SatNOGS, Space-Track",GEO
605,38251,BEIDOU 13,1268.52,None,active,B3 GNSS,"SatNOGS, Space-Track",GEO
606,38251,BEIDOU 13,2256.0,None,active,Mode S,"SatNOGS, Space-Track",GEO
607,38251,BEIDOU 13,1207.14,None,active,B2 GNSS,"SatNOGS, Space-Track",GEO
608,38251,BEIDOU 13,1544.21,None,active,BDS MEOSAR - RHCP 48 dBm,"SatNOGS, Space-Track",GEO
609,38774,BEIDOU 14,None,None,Active,None,Space-Track,GEO
610,38775,BEIDOU 15,None,None,Active,None,Space-Track,GEO
611,38953,BEIDOU 16,None,None,Active,None,Space-Track,GEO
612,30323,BEIDOU 1D,None,None,Active,None,Space-Track,GEO
613,31115,BEIDOU 2,2256.0,0.0,active,Mode S2,"SatNOGS, Space-Track",GEO
614,31115,BEIDOU 2,2202.0,None,active,Mode S,"SatNOGS, Space-Track",GEO
615,44231,BEIDOU 2 G8,None,None,Active,None,Space-Track,GEO
616,36287,BEIDOU 3,None,None,Active,None,Space-Track,GEO
617,45344,BEIDOU 3 G2,None,None,Active,None,Space-Track,GEO
618,45807,BEIDOU 3 G3,None,None,Active,None,Space-Track,GEO
619,56564,BEIDOU 3 G4,None,None,Active,None,Space-Track,GEO
620,44204,BEIDOU 3 IGSO-1,None,None,Active,None,Space-Track,GEO
621,44337,BEIDOU 3 IGSO-2,None,None,Active,None,Space-Track,GEO
622,44709,BEIDOU 3 IGSO-3,None,None,Active,None,Space-Track,GEO
623,58655,BEIDOU 3 M26,None,None,Active,None,Space-Track,GEO
624,58654,BEIDOU 3 M28,None,None,Active,None,Space-Track,GEO
625,43683,BEIDOU 3G1,None,None,Active,None,Space-Track,GEO
626,43001,BEIDOU 3M1,None,None,Active,None,Space-Track,GEO
627,43582,BEIDOU 3M10,None,None,Active,None,Space-Track,GEO
628,43602,BEIDOU 3M11,None,None,Active,None,Space-Track,GEO
629,43603,BEIDOU 3M12,None,None,Active,None,Space-Track,GEO
630,43622,BEIDOU 3M13,None,None,Active,None,Space-Track,GEO
631,43623,BEIDOU 3M14,None,None,Active,None,Space-Track,GEO
632,43647,BEIDOU 3M15,None,None,Active,None,Space-Track,GEO
633,43648,BEIDOU 3M16,None,None,Active,None,Space-Track,GEO
634,43706,BEIDOU 3M17,None,None,Active,None,Space-Track,GEO
635,43707,BEIDOU 3M18,None,None,Active,None,Space-Track,GEO
636,44864,BEIDOU 3M19,None,None,Active,None,Space-Track,GEO
637,43002,BEIDOU 3M2,None,None,Active,None,Space-Track,GEO
638,44865,BEIDOU 3M20,None,None,Active,None,Space-Track,GEO
639,44793,BEIDOU 3M21,None,None,Active,None,Space-Track,GEO
640,44794,BEIDOU 3M22,None,None,Active,None,Space-Track,GEO
641,44542,BEIDOU 3M23,None,None,Active,None,Space-Track,GEO
642,44543,BEIDOU 3M24,None,None,Active,None,Space-Track,GEO
643,61186,BEIDOU 3M25,None,None,Active,None,Space-Track,GEO
644,61187,BEIDOU 3M27,None,None,Active,None,Space-Track,GEO
645,43107,BEIDOU 3M3,None,None,Active,None,Space-Track,GEO
646,43108,BEIDOU 3M4,None,None,Active,None,Space-Track,GEO
647,43207,BEIDOU 3M5,None,None,Active,None,Space-Track,GEO
648,43208,BEIDOU 3M6,None,None,Active,None,Space-Track,GEO
649,43245,BEIDOU 3M7,None,None,Active,None,Space-Track,GEO
650,43246,BEIDOU 3M8,None,None,Active,None,Space-Track,GEO
651,43581,BEIDOU 3M9,None,None,Active,None,Space-Track,GEO
652,36590,BEIDOU 4,None,None,Active,None,Space-Track,GEO
653,36828,BEIDOU 5,None,None,Active,None,Space-Track,GEO
654,37210,BEIDOU 6,None,None,Active,None,Space-Track,GEO
